"No.","Time","Source","Destination","Protocol","Length","Info"
"7894","35.488866000","10.10.19.200","239.255.255.250","SSDP","382","NOTIFY * HTTP/1.1 "
"7902","35.516690000","10.10.13.177","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"7909","35.592178000","10.10.19.200","239.255.255.250","SSDP","327","NOTIFY * HTTP/1.1 "
"7918","35.662384000","10.10.12.226","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"7920","35.696225000","10.10.19.200","239.255.255.250","SSDP","366","NOTIFY * HTTP/1.1 "
"7934","35.725301000","10.10.15.47","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"7952","35.800596000","10.10.19.200","239.255.255.250","SSDP","398","NOTIFY * HTTP/1.1 "
"7957","35.821059000","10.10.12.179","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"7965","35.904352000","10.10.19.200","239.255.255.250","SSDP","327","NOTIFY * HTTP/1.1 "
"7968","35.926635000","10.10.13.55","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"7980","36.008468000","10.10.19.200","239.255.255.250","SSDP","386","NOTIFY * HTTP/1.1 "
"7994","36.112518000","10.10.19.200","239.255.255.250","SSDP","380","NOTIFY * HTTP/1.1 "
"8000","36.172306000","10.10.11.233","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"8003","36.210397000","10.10.11.149","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"8005","36.211918000","10.10.12.216","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"8006","36.216308000","10.10.19.200","239.255.255.250","SSDP","327","NOTIFY * HTTP/1.1 "
"8023","36.320425000","10.10.19.200","239.255.255.250","SSDP","382","NOTIFY * HTTP/1.1 "
"8035","36.424476000","10.10.19.200","239.255.255.250","SSDP","392","NOTIFY * HTTP/1.1 "
"8045","36.498705000","10.10.15.172","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"8095","36.725733000","10.10.15.47","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"8100","36.738579000","10.10.11.197","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"8110","36.823796000","fe80::21e1:a200:ff2e:5b58","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"8112","36.829277000","10.10.12.179","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"8113","36.848386000","10.10.12.226","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"8154","37.127817000","10.10.11.17","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"8162","37.218265000","10.10.11.171","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"8163","37.224848000","10.10.11.149","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"8206","37.426932000","192.168.1.1","239.255.255.250","SSDP","306","NOTIFY * HTTP/1.1 "
"8214","37.508457000","10.10.12.179","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"8217","37.522614000","10.10.12.19","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"8218","37.529954000","192.168.1.1","239.255.255.250","SSDP","315","NOTIFY * HTTP/1.1 "
"8233","37.634074000","192.168.1.1","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"8247","37.731336000","10.10.15.47","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"8253","37.738672000","192.168.1.1","239.255.255.250","SSDP","370","NOTIFY * HTTP/1.1 "
"8255","37.759895000","192.168.28.35","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"8266","37.836438000","10.10.12.179","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"8267","37.842486000","192.168.1.1","239.255.255.250","SSDP","315","NOTIFY * HTTP/1.1 "
"8270","37.872876000","192.168.28.35","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"8271","37.874207000","10.10.12.19","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"8277","37.920610000","10.10.11.56","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"8279","37.946494000","192.168.1.1","239.255.255.250","SSDP","354","NOTIFY * HTTP/1.1 "
"8296","38.050614000","192.168.1.1","239.255.255.250","SSDP","386","NOTIFY * HTTP/1.1 "
"8297","38.052682000","10.10.11.149","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"8323","38.154145000","192.168.1.1","239.255.255.250","SSDP","315","NOTIFY * HTTP/1.1 "
"8334","38.159602000","10.10.12.19","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"8379","38.218625000","10.10.11.171","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"8386","38.258517000","192.168.1.1","239.255.255.250","SSDP","374","NOTIFY * HTTP/1.1 "
"8394","38.293901000","10.10.10.181","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"8396","38.302222000","fe80::2943:9058:ee7d:df39","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"8397","38.319558000","192.168.0.1","239.255.255.250","SSDP","307","NOTIFY * HTTP/1.1  "
"8398","38.319598000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"8399","38.319605000","192.168.0.1","239.255.255.250","SSDP","379","NOTIFY * HTTP/1.1  "
"8400","38.319610000","192.168.0.1","239.255.255.250","SSDP","371","NOTIFY * HTTP/1.1  "
"8401","38.321152000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"8402","38.321182000","192.168.0.1","239.255.255.250","SSDP","355","NOTIFY * HTTP/1.1  "
"8403","38.321189000","192.168.0.1","239.255.255.250","SSDP","387","NOTIFY * HTTP/1.1  "
"8404","38.321194000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"8405","38.322692000","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"8406","38.322723000","192.168.0.1","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1  "
"8407","38.322729000","192.168.0.1","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1  "
"8408","38.324029000","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"8409","38.324059000","192.168.0.1","239.255.255.250","SSDP","303","NOTIFY * HTTP/1.1  "
"8410","38.324065000","192.168.0.1","239.255.255.250","SSDP","312","NOTIFY * HTTP/1.1  "
"8411","38.325342000","192.168.0.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1  "
"8412","38.325372000","192.168.0.1","239.255.255.250","SSDP","377","NOTIFY * HTTP/1.1  "
"8419","38.362542000","192.168.1.1","239.255.255.250","SSDP","368","NOTIFY * HTTP/1.1 "
"8437","38.452169000","192.168.0.1","239.255.255.250","SSDP","307","NOTIFY * HTTP/1.1  "
"8438","38.452190000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"8439","38.452194000","192.168.0.1","239.255.255.250","SSDP","379","NOTIFY * HTTP/1.1  "
"8440","38.452348000","192.168.0.1","239.255.255.250","SSDP","371","NOTIFY * HTTP/1.1  "
"8443","38.454003000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"8444","38.454016000","192.168.0.1","239.255.255.250","SSDP","355","NOTIFY * HTTP/1.1  "
"8445","38.454018000","192.168.0.1","239.255.255.250","SSDP","387","NOTIFY * HTTP/1.1  "
"8446","38.454020000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"8447","38.455574000","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"8448","38.455583000","192.168.0.1","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1  "
"8449","38.455585000","192.168.0.1","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1  "
"8450","38.455587000","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"8451","38.456912000","192.168.0.1","239.255.255.250","SSDP","303","NOTIFY * HTTP/1.1  "
"8452","38.456928000","192.168.0.1","239.255.255.250","SSDP","312","NOTIFY * HTTP/1.1  "
"8453","38.456933000","192.168.0.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1  "
"8454","38.458484000","192.168.0.1","239.255.255.250","SSDP","377","NOTIFY * HTTP/1.1  "
"8456","38.466619000","192.168.1.1","239.255.255.250","SSDP","315","NOTIFY * HTTP/1.1 "
"8475","38.527459000","10.10.13.177","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"8480","38.570472000","192.168.1.1","239.255.255.250","SSDP","370","NOTIFY * HTTP/1.1 "
"8490","38.663252000","10.10.12.226","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"8494","38.674500000","192.168.1.1","239.255.255.250","SSDP","380","NOTIFY * HTTP/1.1 "
"8516","38.780452000","10.10.14.194","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"8562","39.079535000","10.10.14.194","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"8580","39.211688000","10.10.12.216","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"8582","39.218700000","10.10.11.171","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"8583","39.220790000","192.168.1.2","239.255.255.250","SSDP","400","NOTIFY * HTTP/1.1 "
"8584","39.220812000","192.168.1.2","239.255.255.250","SSDP","337","NOTIFY * HTTP/1.1 "
"8585","39.222101000","192.168.1.2","239.255.255.250","SSDP","328","NOTIFY * HTTP/1.1 "
"8586","39.222126000","192.168.1.2","239.255.255.250","SSDP","392","NOTIFY * HTTP/1.1 "
"8587","39.223722000","192.168.1.2","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1 "
"8588","39.223744000","192.168.1.2","239.255.255.250","SSDP","337","NOTIFY * HTTP/1.1 "
"8589","39.225285000","192.168.1.2","239.255.255.250","SSDP","408","NOTIFY * HTTP/1.1 "
"8590","39.225307000","192.168.1.2","239.255.255.250","SSDP","396","NOTIFY * HTTP/1.1 "
"8591","39.225314000","192.168.1.2","239.255.255.250","SSDP","337","NOTIFY * HTTP/1.1 "
"8592","39.226888000","192.168.1.2","239.255.255.250","SSDP","390","NOTIFY * HTTP/1.1 "
"8594","39.231044000","192.168.1.2","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1 "
"8595","39.231069000","192.168.1.2","239.255.255.250","SSDP","337","NOTIFY * HTTP/1.1 "
"8596","39.232626000","192.168.1.2","239.255.255.250","SSDP","406","NOTIFY * HTTP/1.1 "
"8597","39.232648000","192.168.1.2","239.255.255.250","SSDP","292","NOTIFY * HTTP/1.1 "
"8598","39.232655000","192.168.1.2","239.255.255.250","SSDP","313","NOTIFY * HTTP/1.1 "
"8648","39.504086000","10.10.15.172","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"8659","39.610679000","10.10.14.194","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"8692","39.792045000","10.10.11.197","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"8705","39.872808000","10.10.12.226","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"8752","40.150181000","10.10.11.17","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"8762","40.218108000","10.10.11.171","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"8816","40.512183000","10.10.12.179","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"8881","40.815755000","fe80::21e1:a200:ff2e:5b58","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"8908","40.930595000","10.10.11.56","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"8933","41.082613000","10.10.11.149","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"8968","41.293391000","10.10.10.181","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"8969","41.301740000","fe80::2943:9058:ee7d:df39","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"8971","41.314863000","192.168.0.1","239.255.255.250","SSDP","307","NOTIFY * HTTP/1.1  "
"8972","41.314896000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"8973","41.314903000","192.168.0.1","239.255.255.250","SSDP","379","NOTIFY * HTTP/1.1  "
"8974","41.316428000","192.168.0.1","239.255.255.250","SSDP","371","NOTIFY * HTTP/1.1  "
"8975","41.316457000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"8976","41.316464000","192.168.0.1","239.255.255.250","SSDP","355","NOTIFY * HTTP/1.1  "
"8977","41.317715000","192.168.0.1","239.255.255.250","SSDP","387","NOTIFY * HTTP/1.1  "
"8978","41.317735000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"8979","41.317743000","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"8980","41.319077000","192.168.0.1","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1  "
"8981","41.319107000","192.168.0.1","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1  "
"8982","41.319114000","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"8983","41.320366000","192.168.0.1","239.255.255.250","SSDP","303","NOTIFY * HTTP/1.1  "
"8984","41.320396000","192.168.0.1","239.255.255.250","SSDP","312","NOTIFY * HTTP/1.1  "
"8985","41.320403000","192.168.0.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1  "
"8986","41.321980000","192.168.0.1","239.255.255.250","SSDP","377","NOTIFY * HTTP/1.1  "
"9000","41.460590000","10.10.14.55","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"9016","41.548433000","10.10.13.177","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"9019","41.568896000","192.168.0.1","239.255.255.250","SSDP","307","NOTIFY * HTTP/1.1  "
"9020","41.568921000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"9021","41.568928000","192.168.0.1","239.255.255.250","SSDP","379","NOTIFY * HTTP/1.1  "
"9022","41.570087000","192.168.0.1","239.255.255.250","SSDP","371","NOTIFY * HTTP/1.1  "
"9023","41.570109000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"9024","41.570116000","192.168.0.1","239.255.255.250","SSDP","355","NOTIFY * HTTP/1.1  "
"9026","41.572571000","192.168.0.1","239.255.255.250","SSDP","387","NOTIFY * HTTP/1.1  "
"9027","41.572593000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"9028","41.572600000","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"9029","41.573883000","192.168.0.1","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1  "
"9030","41.573905000","192.168.0.1","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1  "
"9031","41.573911000","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"9032","41.574560000","192.168.0.1","239.255.255.250","SSDP","303","NOTIFY * HTTP/1.1  "
"9033","41.574582000","192.168.0.1","239.255.255.250","SSDP","312","NOTIFY * HTTP/1.1  "
"9035","41.575989000","192.168.0.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1  "
"9036","41.576011000","192.168.0.1","239.255.255.250","SSDP","377","NOTIFY * HTTP/1.1  "
"9038","41.601937000","192.168.1.1","239.255.255.250","SSDP","307","NOTIFY * HTTP/1.1  "
"9039","41.601961000","192.168.1.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"9040","41.601968000","192.168.1.1","239.255.255.250","SSDP","379","NOTIFY * HTTP/1.1  "
"9041","41.601973000","192.168.1.1","239.255.255.250","SSDP","371","NOTIFY * HTTP/1.1  "
"9042","41.601978000","192.168.1.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"9043","41.603506000","192.168.1.1","239.255.255.250","SSDP","355","NOTIFY * HTTP/1.1  "
"9044","41.603528000","192.168.1.1","239.255.255.250","SSDP","387","NOTIFY * HTTP/1.1  "
"9045","41.603535000","192.168.1.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"9046","41.603541000","192.168.1.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"9047","41.603546000","192.168.1.1","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1  "
"9048","41.605081000","192.168.1.1","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1  "
"9049","41.605103000","192.168.1.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"9143","42.211693000","10.10.12.216","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"9194","42.515735000","10.10.14.55","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"9207","42.611226000","10.10.10.192","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"9232","42.791568000","10.10.11.197","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"9282","43.149890000","10.10.11.17","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"9321","43.440100000","10.10.14.55","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"9339","43.523455000","10.10.12.179","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"9359","43.621577000","10.10.10.192","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"9423","43.827903000","fe80::21e1:a200:ff2e:5b58","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"9448","43.940671000","10.10.11.56","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"9465","44.096769000","10.10.11.149","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"9488","44.304129000","10.10.10.181","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"9501","44.438066000","10.10.14.55","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"9517","44.548977000","10.10.13.177","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"9520","44.564446000","192.168.0.1","239.255.255.250","SSDP","307","NOTIFY * HTTP/1.1  "
"9521","44.564474000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"9522","44.564478000","192.168.0.1","239.255.255.250","SSDP","379","NOTIFY * HTTP/1.1  "
"9523","44.565755000","192.168.0.1","239.255.255.250","SSDP","371","NOTIFY * HTTP/1.1  "
"9524","44.565771000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"9525","44.565774000","192.168.0.1","239.255.255.250","SSDP","355","NOTIFY * HTTP/1.1  "
"9526","44.567328000","192.168.0.1","239.255.255.250","SSDP","387","NOTIFY * HTTP/1.1  "
"9527","44.567349000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"9528","44.567352000","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"9529","44.568900000","192.168.0.1","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1  "
"9530","44.568913000","192.168.0.1","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1  "
"9531","44.568917000","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"9532","44.568920000","192.168.0.1","239.255.255.250","SSDP","303","NOTIFY * HTTP/1.1  "
"9533","44.570210000","192.168.0.1","239.255.255.250","SSDP","312","NOTIFY * HTTP/1.1  "
"9534","44.570221000","192.168.0.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1  "
"9535","44.571521000","192.168.0.1","239.255.255.250","SSDP","377","NOTIFY * HTTP/1.1  "
"9550","44.622695000","10.10.10.192","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"9565","44.717360000","10.10.14.226","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"9567","44.728573000","192.168.0.1","239.255.255.250","SSDP","307","NOTIFY * HTTP/1.1  "
"9568","44.728606000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"9569","44.728613000","192.168.0.1","239.255.255.250","SSDP","379","NOTIFY * HTTP/1.1  "
"9570","44.728618000","192.168.0.1","239.255.255.250","SSDP","371","NOTIFY * HTTP/1.1  "
"9571","44.730134000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"9572","44.730164000","192.168.0.1","239.255.255.250","SSDP","355","NOTIFY * HTTP/1.1  "
"9573","44.730171000","192.168.0.1","239.255.255.250","SSDP","387","NOTIFY * HTTP/1.1  "
"9574","44.731452000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"9575","44.731483000","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"9576","44.731489000","192.168.0.1","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1  "
"9577","44.731494000","192.168.0.1","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1  "
"9578","44.733039000","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"9579","44.733068000","192.168.0.1","239.255.255.250","SSDP","303","NOTIFY * HTTP/1.1  "
"9580","44.733075000","192.168.0.1","239.255.255.250","SSDP","312","NOTIFY * HTTP/1.1  "
"9581","44.733080000","192.168.0.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1  "
"9582","44.734618000","192.168.0.1","239.255.255.250","SSDP","377","NOTIFY * HTTP/1.1  "
"9600","44.923634000","10.10.11.145","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"9635","45.181463000","10.10.15.251","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"9680","45.303435000","fe80::2943:9058:ee7d:df39","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"9704","45.387116000","10.10.12.183","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"9769","45.632676000","10.10.10.192","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"9779","45.666557000","10.10.12.182","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"9799","45.729480000","10.10.14.226","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"9814","45.802342000","10.10.11.197","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"9826","45.863157000","10.10.19.150","239.255.255.250","SSDP","308","NOTIFY * HTTP/1.1  "
"9827","45.863190000","10.10.19.150","239.255.255.250","SSDP","317","NOTIFY * HTTP/1.1  "
"9829","45.864704000","10.10.19.150","239.255.255.250","SSDP","380","NOTIFY * HTTP/1.1  "
"9830","45.864734000","10.10.19.150","239.255.255.250","SSDP","372","NOTIFY * HTTP/1.1  "
"9831","45.864741000","10.10.19.150","239.255.255.250","SSDP","317","NOTIFY * HTTP/1.1  "
"9832","45.864746000","10.10.19.150","239.255.255.250","SSDP","356","NOTIFY * HTTP/1.1  "
"9833","45.866304000","10.10.19.150","239.255.255.250","SSDP","388","NOTIFY * HTTP/1.1  "
"9834","45.866334000","10.10.19.150","239.255.255.250","SSDP","317","NOTIFY * HTTP/1.1  "
"9835","45.866342000","10.10.19.150","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1  "
"9836","45.867614000","10.10.19.150","239.255.255.250","SSDP","382","NOTIFY * HTTP/1.1  "
"9837","45.867644000","10.10.19.150","239.255.255.250","SSDP","370","NOTIFY * HTTP/1.1  "
"9838","45.867650000","10.10.19.150","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1  "
"9839","45.867655000","10.10.19.150","239.255.255.250","SSDP","304","NOTIFY * HTTP/1.1  "
"9840","45.869185000","10.10.19.150","239.255.255.250","SSDP","313","NOTIFY * HTTP/1.1  "
"9841","45.869215000","10.10.19.150","239.255.255.250","SSDP","368","NOTIFY * HTTP/1.1  "
"9842","45.869221000","10.10.19.150","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1  "
"9870","45.924717000","10.10.11.145","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"9914","46.150718000","10.10.11.17","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"9963","46.523208000","10.10.12.179","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"9989","46.714846000","10.10.15.92","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"9994","46.730051000","10.10.14.226","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"10009","46.786150000","10.10.14.191","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"10012","46.830491000","fe80::21e1:a200:ff2e:5b58","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"10021","46.924874000","10.10.11.145","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"10032","47.093919000","10.10.11.149","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"10069","47.354280000","10.10.10.181","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"10075","47.416854000","10.10.15.234","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"10123","47.537739000","10.10.12.19","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"10127","47.559760000","10.10.13.177","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"10166","47.723162000","192.168.0.1","239.255.255.250","SSDP","307","NOTIFY * HTTP/1.1  "
"10168","47.724676000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"10169","47.724706000","192.168.0.1","239.255.255.250","SSDP","379","NOTIFY * HTTP/1.1  "
"10170","47.724712000","192.168.0.1","239.255.255.250","SSDP","371","NOTIFY * HTTP/1.1  "
"10171","47.725957000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"10172","47.725987000","192.168.0.1","239.255.255.250","SSDP","355","NOTIFY * HTTP/1.1  "
"10173","47.725993000","192.168.0.1","239.255.255.250","SSDP","387","NOTIFY * HTTP/1.1  "
"10174","47.727541000","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"10175","47.727571000","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"10176","47.727577000","192.168.0.1","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1  "
"10177","47.728817000","192.168.0.1","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1  "
"10178","47.728845000","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"10179","47.728851000","192.168.0.1","239.255.255.250","SSDP","303","NOTIFY * HTTP/1.1  "
"10180","47.730182000","192.168.0.1","239.255.255.250","SSDP","312","NOTIFY * HTTP/1.1  "
"10181","47.730212000","192.168.0.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1  "
"10182","47.730218000","192.168.0.1","239.255.255.250","SSDP","377","NOTIFY * HTTP/1.1  "
"10184","47.733063000","192.168.28.35","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"10186","47.736206000","10.10.14.226","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"10201","47.788922000","10.10.14.191","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"10227","47.852340000","192.168.28.35","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"10232","47.863583000","10.10.12.19","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
